experiment,baseline,target,scope,fold,repetition,permutation_seed,n,reference_mae_kg,result_mae_kg,delta_mae_kg,effect
permutation,random_forest,solidity,fold,3,7,3329065995,26,47.893012,52.087756,4.194744,harm
permutation,random_forest,solidity,fold,3,8,1790319921,26,47.893012,58.425070,10.532058,harm
permutation,random_forest,solidity,fold,3,9,2854665702,26,47.893012,57.843159,9.950147,harm
permutation,random_forest,solidity,fold,4,0,4061700441,26,67.093543,77.431443,10.337900,harm
permutation,random_forest,solidity,fold,4,1,2357853135,26,67.093543,66.703632,-0.389911,neutral
permutation,random_forest,solidity,fold,4,2,30927356,26,67.093543,76.173209,9.079666,harm
permutation,random_forest,solidity,fold,4,3,1255786559,26,67.093543,63.734134,-3.359409,improvement
permutation,random_forest,solidity,fold,4,4,711749522,26,67.093543,71.919959,4.826415,harm
permutation,random_forest,solidity,fold,4,5,2238725563,26,67.093543,73.202024,6.108481,harm
permutation,random_forest,solidity,fold,4,6,164573744,26,67.093543,68.391109,1.297566,harm
permutation,random_forest,solidity,fold,4,7,4194595161,26,67.093543,71.500744,4.407201,harm
permutation,random_forest,solidity,fold,4,8,2068233293,26,67.093543,68.024756,0.931213,neutral
permutation,random_forest,solidity,fold,4,9,1052363121,26,67.093543,72.384526,5.290983,harm
permutation,random_forest,solidity,fold,5,0,3865440489,26,67.367468,76.227471,8.860003,harm
permutation,random_forest,solidity,fold,5,1,1555108959,26,67.367468,82.096476,14.729008,harm
permutation,random_forest,solidity,fold,5,2,3694352044,26,67.367468,75.402911,8.035443,harm
permutation,random_forest,solidity,fold,5,3,1462370265,26,67.367468,72.302921,4.935453,harm
permutation,random_forest,solidity,fold,5,4,217513384,26,67.367468,71.028561,3.661093,harm
permutation,random_forest,solidity,fold,5,5,885910284,26,67.367468,80.330097,12.962629,harm
permutation,random_forest,solidity,fold,5,6,1884973174,26,67.367468,70.259410,2.891942,harm
permutation,random_forest,solidity,fold,5,7,2119591696,26,67.367468,68.022812,0.655344,neutral
permutation,random_forest,solidity,fold,5,8,3818681648,26,67.367468,79.572410,12.204942,harm
permutation,random_forest,solidity,fold,5,9,1488956311,26,67.367468,76.847897,9.480429,harm
permutation,random_forest,solidity,oof,,0,,132,52.784275,62.599010,9.814735,harm
permutation,random_forest,solidity,oof,,1,,132,52.784275,60.968775,8.184500,harm
permutation,random_forest,solidity,oof,,2,,132,52.784275,62.673697,9.889422,harm
permutation,random_forest,solidity,oof,,3,,132,52.784275,60.236540,7.452265,harm
permutation,random_forest,solidity,oof,,4,,132,52.784275,58.537650,5.753375,harm
permutation,random_forest,solidity,oof,,5,,132,52.784275,62.032553,9.248278,harm
permutation,random_forest,solidity,oof,,6,,132,52.784275,58.375461,5.591186,harm
permutation,random_forest,solidity,oof,,7,,132,52.784275,59.980783,7.196508,harm
permutation,random_forest,solidity,oof,,8,,132,52.784275,62.100726,9.316451,harm
permutation,random_forest,solidity,oof,,9,,132,52.784275,60.830218,8.045943,harm
removal,dense,area,fold,1,,,27,53.941613,61.601880,7.660267,harm
removal,dense,area,fold,2,,,27,43.306228,49.855572,6.549344,harm
removal,dense,area,fold,3,,,26,58.930772,57.593669,-1.337102,improvement
removal,dense,area,fold,4,,,26,66.590015,70.529154,3.939139,harm
removal,dense,area,fold,5,,,26,51.972007,47.839748,-4.132259,improvement
removal,dense,area,oof,,,,132,54.852306,57.457410,2.605104,harm
removal,dense,area_contour_relation,fold,1,,,27,53.941613,61.261820,7.320208,harm
removal,dense,area_contour_relation,fold,2,,,27,43.306228,40.638763,-2.667465,improvement
removal,dense,area_contour_relation,fold,3,,,26,58.930772,57.045496,-1.885276,improvement
removal,dense,area_contour_relation,fold,4,,,26,66.590015,76.339716,9.749701,harm
removal,dense,area_contour_relation,fold,5,,,26,51.972007,62.012564,10.040557,harm
removal,dense,area_contour_relation,oof,,,,132,54.852306,59.330742,4.478436,harm
removal,dense,area_major_axis_product,fold,1,,,27,53.941613,62.289714,8.348101,harm
removal,dense,area_major_axis_product,fold,2,,,27,43.306228,35.395726,-7.910502,improvement
removal,dense,area_major_axis_product,fold,3,,,26,58.930772,58.697672,-0.233099,neutral
removal,dense,area_major_axis_product,fold,4,,,26,66.590015,71.238348,4.648333,harm
removal,dense,area_major_axis_product,fold,5,,,26,51.972007,53.587333,1.615325,harm
removal,dense,area_major_axis_product,oof,,,,132,54.852306,56.129652,1.277346,harm
removal,dense,area_power_1_5,fold,1,,,27,53.941613,59.160675,5.219062,harm
removal,dense,area_power_1_5,fold,2,,,27,43.306228,35.611475,-7.694752,improvement
removal,dense,area_power_1_5,fold,3,,,26,58.930772,56.764493,-2.166279,improvement
removal,dense,area_power_1_5,fold,4,,,26,66.590015,64.351874,-2.238141,improvement
removal,dense,area_power_1_5,fold,5,,,26,51.972007,51.208901,-0.763107,neutral
removal,dense,area_power_1_5,oof,,,,132,54.852306,53.328068,-1.524237,improvement
removal,dense,area_transformations,fold,1,,,27,53.941613,56.249266,2.307654,harm
removal,dense,area_transformations,fold,2,,,27,43.306228,29.823275,-13.482953,improvement
removal,dense,area_transformations,fold,3,,,26,58.930772,54.407382,-4.523390,improvement
removal,dense,area_transformations,fold,4,,,26,66.590015,63.582479,-3.007536,improvement
removal,dense,area_transformations,fold,5,,,26,51.972007,67.349516,15.377508,harm
removal,dense,area_transformations,oof,,,,132,54.852306,54.111988,-0.740318,neutral
removal,dense,aspect_ratio,fold,1,,,27,53.941613,60.420276,6.478663,harm
removal,dense,aspect_ratio,fold,2,,,27,43.306228,50.044503,6.738275,harm
removal,dense,aspect_ratio,fold,3,,,26,58.930772,58.568822,-0.361949,neutral
removal,dense,aspect_ratio,fold,4,,,26,66.590015,62.446672,-4.143343,improvement
removal,dense,aspect_ratio,fold,5,,,26,51.972007,72.497347,20.525340,harm
removal,dense,aspect_ratio,oof,,,,132,54.852306,60.711234,5.858929,harm
removal,dense,bbox_area,fold,1,,,27,53.941613,63.159996,9.218383,harm
removal,dense,bbox_area,fold,2,,,27,43.306228,58.371093,15.064865,harm
removal,dense,bbox_area,fold,3,,,26,58.930772,54.184083,-4.746689,improvement
removal,dense,bbox_area,fold,4,,,26,66.590015,81.896040,15.306025,harm
removal,dense,bbox_area,fold,5,,,26,51.972007,55.354364,3.382356,harm
removal,dense,bbox_area,oof,,,,132,54.852306,62.565425,7.713119,harm
removal,dense,bbox_height,fold,1,,,27,53.941613,63.080658,9.139045,harm
removal,dense,bbox_height,fold,2,,,27,43.306228,50.252873,6.946645,harm
removal,dense,bbox_height,fold,3,,,26,58.930772,56.727090,-2.203682,improvement
removal,dense,bbox_height,fold,4,,,26,66.590015,73.729071,7.139056,harm
removal,dense,bbox_height,fold,5,,,26,51.972007,71.999721,20.027714,harm
removal,dense,bbox_height,oof,,,,132,54.852306,63.059532,8.207227,harm
removal,dense,bbox_width,fold,1,,,27,53.941613,59.188941,5.247328,harm
removal,dense,bbox_width,fold,2,,,27,43.306228,45.444935,2.138707,harm
removal,dense,bbox_width,fold,3,,,26,58.930772,56.156104,-2.774667,improvement
removal,dense,bbox_width,fold,4,,,26,66.590015,85.605355,19.015340,harm
removal,dense,bbox_width,fold,5,,,26,51.972007,62.900783,10.928776,harm
removal,dense,bbox_width,oof,,,,132,54.852306,61.714644,6.862338,harm
removal,dense,bounding_rectangle_relations,fold,1,,,27,53.941613,51.486227,-2.455386,improvement
removal,dense,bounding_rectangle_relations,fold,2,,,27,43.306228,38.975038,-4.331190,improvement
removal,dense,bounding_rectangle_relations,fold,3,,,26,58.930772,55.983123,-2.947649,improvement
removal,dense,bounding_rectangle_relations,fold,4,,,26,66.590015,60.394683,-6.195331,improvement
removal,dense,bounding_rectangle_relations,fold,5,,,26,51.972007,65.835279,13.863271,harm
removal,dense,bounding_rectangle_relations,oof,,,,132,54.852306,54.393897,-0.458409,neutral
removal,dense,center_to_end_occupancy_ratio,fold,1,,,27,53.941613,72.012016,18.070403,harm
removal,dense,center_to_end_occupancy_ratio,fold,2,,,27,43.306228,41.022550,-2.283678,improvement
removal,dense,center_to_end_occupancy_ratio,fold,3,,,26,58.930772,55.913569,-3.017203,improvement
removal,dense,center_to_end_occupancy_ratio,fold,4,,,26,66.590015,69.746273,3.156258,harm
removal,dense,center_to_end_occupancy_ratio,fold,5,,,26,51.972007,57.785354,5.813346,harm
removal,dense,center_to_end_occupancy_ratio,oof,,,,132,54.852306,59.253851,4.401546,harm
removal,dense,center_vertical_occupancy,fold,1,,,27,53.941613,59.886762,5.945149,harm
removal,dense,center_vertical_occupancy,fold,2,,,27,43.306228,31.795811,-11.510417,improvement
removal,dense,center_vertical_occupancy,fold,3,,,26,58.930772,60.271127,1.340355,harm
removal,dense,center_vertical_occupancy,fold,4,,,26,66.590015,67.193610,0.603595,neutral
removal,dense,center_vertical_occupancy,fold,5,,,26,51.972007,55.661466,3.689459,harm
removal,dense,center_vertical_occupancy,oof,,,,132,54.852306,54.823566,-0.028739,neutral
removal,dense,centroid_x_offset,fold,1,,,27,53.941613,60.135606,6.193993,harm
removal,dense,centroid_x_offset,fold,2,,,27,43.306228,39.952536,-3.353692,improvement
removal,dense,centroid_x_offset,fold,3,,,26,58.930772,58.581092,-0.349680,neutral
removal,dense,centroid_x_offset,fold,4,,,26,66.590015,73.891686,7.301671,harm
removal,dense,centroid_x_offset,fold,5,,,26,51.972007,61.374454,9.402446,harm
removal,dense,centroid_x_offset,oof,,,,132,54.852306,58.654605,3.802299,harm
removal,dense,centroid_y_ratio,fold,1,,,27,53.941613,56.703991,2.762378,harm
removal,dense,centroid_y_ratio,fold,2,,,27,43.306228,39.836758,-3.469470,improvement
removal,dense,centroid_y_ratio,fold,3,,,26,58.930772,54.233121,-4.697651,improvement
removal,dense,centroid_y_ratio,fold,4,,,26,66.590015,69.608752,3.018738,harm
removal,dense,centroid_y_ratio,fold,5,,,26,51.972007,65.624939,13.652931,harm
removal,dense,centroid_y_ratio,oof,,,,132,54.852306,57.066192,2.213886,harm
removal,dense,circularity,fold,1,,,27,53.941613,61.261820,7.320208,harm
removal,dense,circularity,fold,2,,,27,43.306228,40.638763,-2.667465,improvement
removal,dense,circularity,fold,3,,,26,58.930772,57.045496,-1.885276,improvement
removal,dense,circularity,fold,4,,,26,66.590015,76.339716,9.749701,harm
removal,dense,circularity,fold,5,,,26,51.972007,62.012564,10.040557,harm
removal,dense,circularity,oof,,,,132,54.852306,59.330742,4.478436,harm
removal,dense,convex_area,fold,1,,,27,53.941613,60.726947,6.785334,harm
removal,dense,convex_area,fold,2,,,27,43.306228,36.987368,-6.318860,improvement
removal,dense,convex_area,fold,3,,,26,58.930772,56.086689,-2.844083,improvement
removal,dense,convex_area,fold,4,,,26,66.590015,66.998423,0.408408,neutral
removal,dense,convex_area,fold,5,,,26,51.972007,64.358796,12.386789,harm
removal,dense,convex_area,oof,,,,132,54.852306,56.907789,2.055483,harm
removal,dense,convex_hull_relations,fold,1,,,27,53.941613,56.666175,2.724562,harm
removal,dense,convex_hull_relations,fold,2,,,27,43.306228,35.606950,-7.699278,improvement
removal,dense,convex_hull_relations,fold,3,,,26,58.930772,51.659642,-7.271129,improvement
removal,dense,convex_hull_relations,fold,4,,,26,66.590015,73.375264,6.785249,harm
removal,dense,convex_hull_relations,fold,5,,,26,51.972007,57.454490,5.482482,harm
removal,dense,convex_hull_relations,oof,,,,132,54.852306,54.818929,-0.033376,neutral
removal,dense,convexity,fold,1,,,27,53.941613,55.957984,2.016371,harm
removal,dense,convexity,fold,2,,,27,43.306228,41.600875,-1.705353,improvement
removal,dense,convexity,fold,3,,,26,58.930772,57.159352,-1.771420,improvement
removal,dense,convexity,fold,4,,,26,66.590015,68.337717,1.747702,harm
removal,dense,convexity,fold,5,,,26,51.972007,62.156608,10.184601,harm
removal,dense,convexity,oof,,,,132,54.852306,56.917309,2.065003,harm
removal,dense,end_vertical_occupancy_max,fold,1,,,27,53.941613,81.900817,27.959204,harm
removal,dense,end_vertical_occupancy_max,fold,2,,,27,43.306228,53.397916,10.091688,harm
removal,dense,end_vertical_occupancy_max,fold,3,,,26,58.930772,60.154652,1.223881,harm
removal,dense,end_vertical_occupancy_max,fold,4,,,26,66.590015,64.713415,-1.876600,improvement
removal,dense,end_vertical_occupancy_max,fold,5,,,26,51.972007,62.283113,10.311105,harm
removal,dense,end_vertical_occupancy_max,oof,,,,132,54.852306,64.537852,9.685546,harm
removal,dense,end_vertical_occupancy_min,fold,1,,,27,53.941613,58.877263,4.935650,harm
removal,dense,end_vertical_occupancy_min,fold,2,,,27,43.306228,32.321460,-10.984768,improvement
removal,dense,end_vertical_occupancy_min,fold,3,,,26,58.930772,62.047523,3.116752,harm
removal,dense,end_vertical_occupancy_min,fold,4,,,26,66.590015,67.368227,0.778213,neutral
removal,dense,end_vertical_occupancy_min,fold,5,,,26,51.972007,70.404781,18.432774,harm
removal,dense,end_vertical_occupancy_min,oof,,,,132,54.852306,58.012874,3.160568,harm
removal,dense,equivalent_diameter,fold,1,,,27,53.941613,62.389805,8.448192,harm
removal,dense,equivalent_diameter,fold,2,,,27,43.306228,38.701468,-4.604760,improvement
removal,dense,equivalent_diameter,fold,3,,,26,58.930772,54.428661,-4.502111,improvement
removal,dense,equivalent_diameter,fold,4,,,26,66.590015,77.841343,11.251328,harm
removal,dense,equivalent_diameter,fold,5,,,26,51.972007,64.714218,12.742210,harm
removal,dense,equivalent_diameter,oof,,,,132,54.852306,59.477683,4.625377,harm
removal,dense,equivalent_ellipse_relation,fold,1,,,27,53.941613,61.944950,8.003337,harm
removal,dense,equivalent_ellipse_relation,fold,2,,,27,43.306228,41.140387,-2.165841,improvement
removal,dense,equivalent_ellipse_relation,fold,3,,,26,58.930772,59.095467,0.164695,neutral
removal,dense,equivalent_ellipse_relation,fold,4,,,26,66.590015,73.984484,7.394470,harm
removal,dense,equivalent_ellipse_relation,fold,5,,,26,51.972007,55.905540,3.933533,harm
removal,dense,equivalent_ellipse_relation,oof,,,,132,54.852306,58.310052,3.457746,harm
removal,dense,extent,fold,1,,,27,53.941613,80.710800,26.769187,harm
removal,dense,extent,fold,2,,,27,43.306228,39.105070,-4.201157,improvement
removal,dense,extent,fold,3,,,26,58.930772,56.940502,-1.990269,improvement
removal,dense,extent,fold,4,,,26,66.590015,80.317122,13.727107,harm
removal,dense,extent,fold,5,,,26,51.972007,71.198308,19.226300,harm
removal,dense,extent,oof,,,,132,54.852306,65.567293,10.714988,harm
removal,dense,feret_diameter,fold,1,,,27,53.941613,58.904312,4.962699,harm
removal,dense,feret_diameter,fold,2,,,27,43.306228,46.233529,2.927301,harm
removal,dense,feret_diameter,fold,3,,,26,58.930772,60.706182,1.775410,harm
removal,dense,feret_diameter,fold,4,,,26,66.590015,72.206082,5.616067,harm
removal,dense,feret_diameter,fold,5,,,26,51.972007,65.171581,13.199573,harm
removal,dense,feret_diameter,oof,,,,132,54.852306,60.521982,5.669677,harm
removal,dense,hu_moment_1,fold,1,,,27,53.941613,58.003422,4.061810,harm
removal,dense,hu_moment_1,fold,2,,,27,43.306228,44.632595,1.326367,harm
removal,dense,hu_moment_1,fold,3,,,26,58.930772,58.518575,-0.412196,neutral
removal,dense,hu_moment_1,fold,4,,,26,66.590015,66.004265,-0.585749,neutral
removal,dense,hu_moment_1,fold,5,,,26,51.972007,54.984753,3.012746,harm
removal,dense,hu_moment_1,oof,,,,132,54.852306,56.351287,1.498982,harm
removal,dense,hu_moment_2,fold,1,,,27,53.941613,64.516949,10.575336,harm
removal,dense,hu_moment_2,fold,2,,,27,43.306228,30.884041,-12.422187,improvement
removal,dense,hu_moment_2,fold,3,,,26,58.930772,56.853967,-2.076804,improvement
removal,dense,hu_moment_2,fold,4,,,26,66.590015,65.815124,-0.774891,neutral
removal,dense,hu_moment_2,fold,5,,,26,51.972007,56.503601,4.531594,harm
removal,dense,hu_moment_2,oof,,,,132,54.852306,54.805430,-0.046876,neutral
removal,dense,major_axis_length,fold,1,,,27,53.941613,65.597949,11.656336,harm
removal,dense,major_axis_length,fold,2,,,27,43.306228,39.268106,-4.038122,improvement
removal,dense,major_axis_length,fold,3,,,26,58.930772,49.033664,-9.897107,improvement
removal,dense,major_axis_length,fold,4,,,26,66.590015,74.075031,7.485016,harm
removal,dense,major_axis_length,fold,5,,,26,51.972007,73.646903,21.674895,harm
